intensity,normalized_intensity,rgr
0.0,0.0,1.0
0.05,0.1,0.9362509312035333
0.1,0.2,0.903760321645476
0.15000000000000002,0.30000000000000004,0.868638564683623
0.2,0.4,0.8741953639383861
0.25,0.5,0.8344835311501473
0.30000000000000004,0.6000000000000001,0.8381513741506673
0.35000000000000003,0.7000000000000001,0.829059230194748
0.4,0.8,0.846463192434352
0.45,0.9,0.8387239039155697
0.5,1.0,0.8422573092815809
