fraction_removed,remaining_samples,rga_value
0.0,200,0.7766666666666667
0.1,180,0.7603583426651735
0.2,160,0.7312000000000001
0.30000000000000004,140,0.6720545977011494
0.4,120,0.7094999999999999
0.5,100,0.6666666666666666
0.6000000000000001,80,0.6713615023474179
0.7000000000000001,60,0.6072727272727274
0.8,40,0.6306306306306306
0.9,20,
