intensity,normalized_intensity,rgr
0.0,0.0,1.0
0.05,0.1,0.9968078997055222
0.1,0.2,0.9959087262247265
0.15000000000000002,0.30000000000000004,0.9948366802679602
0.2,0.4,0.9935666525489096
0.25,0.5,0.9914402774452347
0.30000000000000004,0.6000000000000001,0.990131401344221
0.35000000000000003,0.7000000000000001,0.9890252166003827
0.4,0.8,0.9877854088250726
0.45,0.9,0.9852031916172111
0.5,1.0,0.9833943211334321
