num_removed_features,fraction_removed,removed_features,rge_curve_value
46,0.7540983606557377,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single,0.9885769864779075
47,0.7704918032786885,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor,0.9869624039856378
48,0.7868852459016393,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age,0.9838805450813306
49,0.8032786885245902,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age; purpose_used car,0.9806264709703413
50,0.819672131147541,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age; purpose_used car; property_magnitude_no known property,0.9791992904519139
51,0.8360655737704918,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age; purpose_used car; property_magnitude_no known property; employment_less_than_1,0.9765044511596822
52,0.8524590163934426,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age; purpose_used car; property_magnitude_no known property; employment_less_than_1; property_magnitude_real estate,0.9725604049842749
53,0.8688524590163934,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age; purpose_used car; property_magnitude_no known property; employment_less_than_1; property_magnitude_real estate; other_payment_plans_none,0.9699544670480875
54,0.8852459016393442,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age; purpose_used car; property_magnitude_no known property; employment_less_than_1; property_magnitude_real estate; other_payment_plans_none; installment_commitment,0.9640560340119314
55,0.9016393442622951,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age; purpose_used car; property_magnitude_no known property; employment_less_than_1; property_magnitude_real estate; other_payment_plans_none; installment_commitment; checking_status_less_than_0,0.9544051825306349
56,0.9180327868852459,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age; purpose_used car; property_magnitude_no known property; employment_less_than_1; property_magnitude_real estate; other_payment_plans_none; installment_commitment; checking_status_less_than_0; other_payment_plans_bank,0.9417285508559128
57,0.9344262295081968,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age; purpose_used car; property_magnitude_no known property; employment_less_than_1; property_magnitude_real estate; other_payment_plans_none; installment_commitment; checking_status_less_than_0; other_payment_plans_bank; savings_status_less_than_100,0.9043507646166988
58,0.9508196721311475,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age; purpose_used car; property_magnitude_no known property; employment_less_than_1; property_magnitude_real estate; other_payment_plans_none; installment_commitment; checking_status_less_than_0; other_payment_plans_bank; savings_status_less_than_100; credit_history_critical/other existing credit,0.8941745766028693
59,0.9672131147540983,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age; purpose_used car; property_magnitude_no known property; employment_less_than_1; property_magnitude_real estate; other_payment_plans_none; installment_commitment; checking_status_less_than_0; other_payment_plans_bank; savings_status_less_than_100; credit_history_critical/other existing credit; credit_amount,0.8862320051425667
60,0.9836065573770492,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age; purpose_used car; property_magnitude_no known property; employment_less_than_1; property_magnitude_real estate; other_payment_plans_none; installment_commitment; checking_status_less_than_0; other_payment_plans_bank; savings_status_less_than_100; credit_history_critical/other existing credit; credit_amount; duration,0.786089502048028
61,1.0,checking_status_0less_than_=Xless_than_200; foreign_worker_yes; own_telephone_yes; job_unskilled resident; job_unemp/unskilled non res; job_skilled; other_payment_plans_stores; other_parties_co applicant; personal_status_male mar/wid; employment_>=7; savings_status_500less_than_=Xless_than_1000; purpose_retraining; purpose_repairs; purpose_other; personal_status_male div/sep; num_dependents; purpose_furniture/equipment; checking_status_>=200; credit_history_existing paid; purpose_business; purpose_domestic appliance; property_magnitude_life insurance; savings_status_100less_than_=Xless_than_500; job_high qualif/self emp/mgmt; savings_status_>=1000; property_magnitude_car; credit_history_all paid; existing_credits; own_telephone_none; employment_unemployed; foreign_worker_no; personal_status_female div/dep/mar; employment_1less_than_=Xless_than_4; housing_for free; residence_since; purpose_education; housing_rent; other_parties_none; credit_history_delayed previously; purpose_radio/tv; housing_own; employment_4less_than_=Xless_than_7; credit_history_no credits/all paid; purpose_new car; savings_status_no known savings; personal_status_male single; other_parties_guarantor; age; purpose_used car; property_magnitude_no known property; employment_less_than_1; property_magnitude_real estate; other_payment_plans_none; installment_commitment; checking_status_less_than_0; other_payment_plans_bank; savings_status_less_than_100; credit_history_critical/other existing credit; credit_amount; duration; checking_status_no checking,0.5092506872012347
